date,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualGrossPPE,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualInterestExpense,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,annualOtherIncomeExpense,quarterlySaleOfInvestment,quarterlyCapitalStock,annualTotalNonCurrentAssets,annualRepaymentOfDebt,annualCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingTaxProvision,quarterlyTaxProvision,annualInventory,quarterlyNetPPE,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualCapitalStock,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualTotalRevenue,annualCurrentDebt,annualAccumulatedDepreciation,quarterlyCurrentAssets,quarterlyRetainedEarnings,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,quarterlyGrossPPE,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,quarterlyPretaxIncome,quarterlyChangeInWorkingCapital,trailingNetIncome,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,annualBasicAverageShares,annualNetOtherInvestingChanges,quarterlyDilutedAverageShares,annualRetainedEarnings,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualNetIncome,annualPretaxIncome,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualFreeCashFlow,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualAccountsPayable,annualOtherNonCashItems,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualDepreciationAndAmortization,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,annualBasicEPS,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,annualDilutedAverageShares,annualTaxProvision,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherIntangibleAssets,annualDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualEbitda,annualCurrentAssets,annualRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,trailingBeginningCashPosition,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,trailingOtherIncomeExpense,quarterlyGoodwill,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,trailingCostOfRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,trailingInterestExpense,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualStockBasedCompensation,quarterlyDeferredIncomeTax,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,annualPurchaseOfBusiness,annualGoodwill,trailingChangeInInventory,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,trailingDeferredIncomeTax,trailingGrossProfit,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingOperatingExpense,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,annualChangeInAccountPayable,trailingFreeCashFlow
1998-06-30,-44000000.0,,,,,,,,,4909090909.0,,,,11021000000.0,,,134000000.0,,,,2689000000.0,43357000000.0,2689000000.0,0.0,,13280000000.0,1076000000.0,,658000000.0,,66752000000.0,,,,3304000000.0,-63223000000.0,-2035000000.0,,,,,,,18280000000.0,53713000000.0,,,0.325,129975000000.0,,2963000000.0,,,,-2150000000.0,154000000.0,,,,,1914000000.0,1695000000.0,25525000000.0,,17532000000.0,,2278000000.0,,,,,,,,4984615385.0,,25400000000.0,-1152000000.0,928000000.0,,6927000000.0,,,14504000000.0,,,,74936000000.0,93216000000.0,,1390000000.0,,,1620000000.0,1620000000.0,,,,,2183000000.0,,,,32327000000.0,,,,-1943000000.0,494000000.0,0.0,5119000000.0,,,,2557000000.0,,,,65000000.0,,,9107000000.0,-41000000.0,-1079000000.0,0.33,1620000000.0,,,,,,,,,8184000000.0,49859000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,-380000000.0,,,,,,,,,4827586207.0,,,,10810000000.0,,,119000000.0,,,,2101000000.0,43759000000.0,2101000000.0,0.0,,14269000000.0,1221000000.0,,661000000.0,,68277000000.0,,,,2999000000.0,-64883000000.0,-2204000000.0,,,,,,,18077000000.0,54113000000.0,,,0.29,133160000000.0,,3607000000.0,,-583000000.0,,-1696000000.0,621000000.0,,,,,1662000000.0,1857000000.0,24859000000.0,,18765000000.0,,2061000000.0,,,,,,,,4827586207.0,,25791000000.0,-588000000.0,1403000000.0,,6912000000.0,,,14049000000.0,,,,77150000000.0,95227000000.0,,1337000000.0,,,1400000000.0,1400000000.0,,,,,2112000000.0,,,,32703000000.0,,,,-2541000000.0,525000000.0,0.0,5462000000.0,,,,2639000000.0,,,,42000000.0,,,9148000000.0,-16000000.0,-1071000000.0,0.29,1400000000.0,,,,,,,,,8873000000.0,51468000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,-172000000.0,6360000000.0,1339000000.0,-2606000000.0,,128248000000.0,9989000000.0,4047000000.0,100000000.0,,,8372000000.0,-1048000000.0,10541000000.0,2355000000.0,,2428000000.0,75037000000.0,,-8359000000.0,1461000000.0,43750000000.0,1441000000.0,0.0,,13825000000.0,1015000000.0,,458000000.0,5605000000.0,65199000000.0,-5698000000.0,-95000000.0,6000000.0,2299000000.0,-63049000000.0,-2411000000.0,2428000000.0,6440000000.0,57423000000.0,100697000000.0,4248000000.0,-63049000000.0,17593000000.0,54575000000.0,36288000000.0,13142000000.0,,128248000000.0,47073000000.0,1412000000.0,408000000.0,-819000000.0,43274000000.0,241000000.0,-848000000.0,-822000000.0,20000000.0,,,1074000000.0,1339000000.0,24102000000.0,,19412000000.0,,1988000000.0,,,92630000000.0,,9512000000.0,4873563218.0,0.0,,54575000000.0,9989000000.0,-660000000.0,-999000000.0,-702000000.0,4530000000.0,9512000000.0,,13561000000.0,6370000000.0,9056000000.0,-4127000000.0,75037000000.0,92630000000.0,2697000000.0,1225000000.0,,-7992000000.0,1460000000.0,1530000000.0,13825000000.0,-232000000.0,1015000000.0,,2066000000.0,4530000000.0,5340000000.0,6986000000.0,27661000000.0,1441000000.0,43750000000.0,1.305,-2331000000.0,766000000.0,1441000000.0,5605000000.0,4930232558.0,2616000000.0,,4248000000.0,19412000000.0,,1441000000.0,-74000000.0,13142000000.0,,9467000000.0,-11000000.0,-894000000.0,,1450000000.0,,,1461000000.0,20000000.0,403000000.0,513000000.0,,1.29,9838000000.0,47073000000.0,65199000000.0,-1048000000.0,9838000000.0,11056000000.0,27661000000.0,12326000000.0,17593000000.0,-3055000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,385000000.0,,,,,,,,,4856000000.0,,,,9918000000.0,,,91000000.0,,,,1385000000.0,43002000000.0,1385000000.0,1441000000.0,,13670000000.0,1216000000.0,,-17000000.0,,64415000000.0,,,,2015000000.0,-63252000000.0,-1836000000.0,,,,,,,16709000000.0,54598000000.0,,,0.42,127667000000.0,,2752000000.0,,-108000000.0,,-1559000000.0,-542000000.0,,,,,487000000.0,1365000000.0,22982000000.0,,18872000000.0,,1003000000.0,746000000.0,,,,9161000000.0,,,4910000000.0,,24294000000.0,-56000000.0,916000000.0,,4563000000.0,,,13064000000.0,,,,74022000000.0,90731000000.0,,1528000000.0,,,1020000000.0,1020000000.0,,,,,2314000000.0,,,,28857000000.0,,,,-1247000000.0,543000000.0,1385000000.0,4947000000.0,,,,3837000000.0,,,,94000000.0,,,9431000000.0,-26000000.0,-1019000000.0,0.42,1020000000.0,,,,,,,,,9607000000.0,47729000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,-115000000.0,,,,,,,,,4856000000.0,,,,10421000000.0,,,44000000.0,,,,1328000000.0,42829000000.0,1328000000.0,1385000000.0,,13734000000.0,1207000000.0,,466000000.0,,65002000000.0,,,,2541000000.0,-64051000000.0,-2246000000.0,,,,,,,16429000000.0,54807000000.0,,,0.245,129053000000.0,,2288000000.0,,-243000000.0,,-234000000.0,1226000000.0,,,,,1194000000.0,1206000000.0,25295000000.0,,19710000000.0,,1671000000.0,,,,,9107000000.0,,,4914000000.0,,24199000000.0,-57000000.0,42000000.0,,4497000000.0,,,14874000000.0,,,,74806000000.0,91235000000.0,,1347000000.0,,,1205000000.0,1205000000.0,,,,,2276000000.0,,,,28696000000.0,,,,-2124000000.0,528000000.0,1328000000.0,4787000000.0,,,,4770000000.0,,,,45000000.0,,,9227000000.0,82000000.0,-1019000000.0,0.25,1205000000.0,,,,,,,,,9804000000.0,48406000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,-198000000.0,,,,,,,,,4856000000.0,,,-1322000000.0,10917000000.0,,,2354000000.0,,,,1190000000.0,43834000000.0,1151000000.0,1328000000.0,,15410000000.0,1185000000.0,,729000000.0,,65999000000.0,,,,3339000000.0,-65991000000.0,-1693000000.0,,,,,,,18048000000.0,55312000000.0,,,0.305,131990000000.0,,2817000000.0,,-63000000.0,,-1173000000.0,-1421000000.0,,39000000.0,,,2020000000.0,1349000000.0,29015000000.0,,21579000000.0,,2229000000.0,,,,,10778000000.0,,,4912000000.0,,24556000000.0,-177000000.0,1124000000.0,,4425000000.0,,,18098000000.0,,,,76346000000.0,94394000000.0,,1319000000.0,,,1500000000.0,1500000000.0,,,,,1785000000.0,,,,28981000000.0,,,,-1836000000.0,297000000.0,1151000000.0,4895000000.0,,,,4820000000.0,,,,58000000.0,,,8897000000.0,-12000000.0,-1013000000.0,0.31,1500000000.0,,,,,,,,,10347000000.0,50560000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,-1062000000.0,7874000000.0,14639000000.0,-698000000.0,,189212000000.0,13981000000.0,2386000000.0,695000000.0,,,13134000000.0,-2866000000.0,34564000000.0,1748000000.0,,3403000000.0,113380000000.0,,-10849000000.0,1761000000.0,63466000000.0,1688000000.0,1151000000.0,,13524000000.0,1733000000.0,,2062000000.0,8492000000.0,94043000000.0,-4779000000.0,-200000000.0,50000000.0,10026000000.0,-95169000000.0,-5074000000.0,3403000000.0,7910000000.0,95063000000.0,160883000000.0,10570000000.0,-95169000000.0,31141000000.0,75055000000.0,56203000000.0,16251000000.0,,189212000000.0,77367000000.0,7156000000.0,-1439000000.0,-256000000.0,65820000000.0,-1813000000.0,477000000.0,-205000000.0,73000000.0,,,5916000000.0,14639000000.0,83591000000.0,,38733000000.0,,6247000000.0,-880000000.0,,144521000000.0,,19155000000.0,6907017544.0,0.0,,75055000000.0,13981000000.0,-408000000.0,2082000000.0,-1537000000.0,8402000000.0,19155000000.0,,49027000000.0,7910000000.0,11150000000.0,-6091000000.0,113380000000.0,144521000000.0,4164000000.0,4110000000.0,,-10985000000.0,4185000000.0,4185000000.0,13524000000.0,-260000000.0,1733000000.0,,6759000000.0,8402000000.0,8304000000.0,9617000000.0,38634000000.0,1688000000.0,63466000000.0,1.14,-5778000000.0,380000000.0,1688000000.0,8492000000.0,6999111111.0,3240000000.0,,10570000000.0,38733000000.0,,1688000000.0,498000000.0,16251000000.0,,28648000000.0,-244000000.0,-3040000000.0,,4149000000.0,,,1761000000.0,73000000.0,348000000.0,547000000.0,,1.125,19337000000.0,77367000000.0,94043000000.0,-2866000000.0,19337000000.0,15013000000.0,38634000000.0,17921000000.0,31141000000.0,-670000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,645000000.0,,,,,,,,,6960000000.0,,,-3811000000.0,18321000000.0,,,0.0,,,,2985000000.0,64605000000.0,2928000000.0,1688000000.0,,25631000000.0,2128000000.0,,2241000000.0,,92553000000.0,,,,7362000000.0,-95867000000.0,-1769000000.0,,,,,,,32380000000.0,77004000000.0,,,0.495,188420000000.0,,5490000000.0,,-42000000.0,,-5058000000.0,-1948000000.0,,57000000.0,151000000.0,,5234000000.0,4220000000.0,47780000000.0,,37221000000.0,,5266000000.0,1830000000.0,,,,19083000000.0,,,7030303030.0,,33403000000.0,1240000000.0,3721000000.0,,8009000000.0,,,29459000000.0,,,,110858000000.0,143238000000.0,,2128000000.0,,,3480000000.0,3025000000.0,,,,,2877000000.0,,,,41412000000.0,,,,858000000.0,-252000000.0,2928000000.0,8184000000.0,,,,7370000000.0,,,,174000000.0,,,13087000000.0,-42000000.0,-1594000000.0,0.5,3480000000.0,,,,,,,,,18305000000.0,78633000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,54000000.0,,,,,,,,,6969230769.0,,,-4580000000.0,18517000000.0,,,0.0,,,,5863000000.0,66936000000.0,5813000000.0,2928000000.0,,27217000000.0,2404000000.0,,2706000000.0,,91303000000.0,,,,8063000000.0,-96134000000.0,-2032000000.0,,,,,,,37051000000.0,80002000000.0,,,0.64,187437000000.0,,5964000000.0,,,,-2328000000.0,4172000000.0,,50000000.0,44000000.0,,6124000000.0,4758000000.0,49479000000.0,,38592000000.0,,6706000000.0,,,,,20285000000.0,,,7078125000.0,,33081000000.0,2885000000.0,3932000000.0,,8009000000.0,,,30962000000.0,,,,109567000000.0,146618000000.0,,1939000000.0,,,4530000000.0,4000000000.0,,,,,2830000000.0,,,,41090000000.0,,,,-751000000.0,616000000.0,5813000000.0,8499000000.0,,,,6617000000.0,,,,126000000.0,,,12393000000.0,-70000000.0,-1560000000.0,0.65,4530000000.0,,,,,,,,,18264000000.0,79682000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,-280000000.0,,,,,,,,,6961240310.0,,,-5549000000.0,19967000000.0,,,0.0,,,,6646000000.0,68111000000.0,6644000000.0,5813000000.0,,27646000000.0,2662000000.0,,2637000000.0,,90067000000.0,,,,8080000000.0,-95940000000.0,-2035000000.0,,,,,,,39449000000.0,82959000000.0,,,0.64,186007000000.0,,5408000000.0,,,,-2485000000.0,-5562000000.0,,2000000.0,,,6179000000.0,5416000000.0,52178000000.0,,39775000000.0,,6697000000.0,,,,,21601000000.0,,,7015625000.0,,32838000000.0,831000000.0,3373000000.0,,7528000000.0,,,32211000000.0,,,,108803000000.0,148252000000.0,,1901000000.0,,,4490000000.0,4060000000.0,,,,,3358000000.0,,,,40366000000.0,,,,-1810000000.0,327000000.0,6644000000.0,8540000000.0,,,,6713000000.0,,,,108000000.0,,,13788000000.0,-7000000.0,-1620000000.0,0.645,4490000000.0,,,,,,,,,18736000000.0,80141000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,566000000.0,17720000000.0,16673000000.0,5392000000.0,,187746000000.0,13100000000.0,1688000000.0,589000000.0,,,12044000000.0,-5424000000.0,47921000000.0,1497000000.0,,0.0,108601000000.0,,-8446000000.0,7081000000.0,70757000000.0,7080000000.0,6644000000.0,,15357000000.0,2018000000.0,,3507000000.0,8304000000.0,89829000000.0,-14165000000.0,-227000000.0,-297000000.0,36469000000.0,-97917000000.0,-2610000000.0,0.0,15990000000.0,128022000000.0,232748000000.0,6161000000.0,-97917000000.0,40399000000.0,86652000000.0,52882000000.0,16442000000.0,,187746000000.0,75013000000.0,6075000000.0,10000000.0,-1691000000.0,104726000000.0,-4294000000.0,3012000000.0,78000000.0,1000000.0,,,34307000000.0,16673000000.0,83311000000.0,,38191000000.0,,8412000000.0,-1654000000.0,,149000000000.0,,22996000000.0,6949019608.0,985000000.0,,86652000000.0,13100000000.0,436000000.0,3465000000.0,-1689000000.0,7280000000.0,22996000000.0,,35390000000.0,17720000000.0,27081000000.0,-6374000000.0,108601000000.0,149000000000.0,14491000000.0,2162000000.0,,-3298000000.0,5220000000.0,4905000000.0,15357000000.0,-326000000.0,2018000000.0,,2979000000.0,7280000000.0,8130000000.0,51844000000.0,36822000000.0,7080000000.0,70757000000.0,2.55,-1595000000.0,806000000.0,7080000000.0,8304000000.0,7031746032.0,11091000000.0,,6161000000.0,38191000000.0,,7080000000.0,181000000.0,16442000000.0,,13614000000.0,-108000000.0,-1600000000.0,,5220000000.0,,,7081000000.0,1000000.0,493000000.0,82000000.0,,2.52,18772000000.0,75013000000.0,89829000000.0,-5424000000.0,18772000000.0,22937000000.0,36822000000.0,59974000000.0,40399000000.0,-2352000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,649000000.0,,,,,,,,,6896551724.0,,,-6423000000.0,27153000000.0,,,0.0,,,,10906000000.0,71889000000.0,10906000000.0,7080000000.0,,25164000000.0,0.0,,3260000000.0,,88006000000.0,,,,15900000000.0,-97917000000.0,-2028000000.0,,,,,,,42527000000.0,90130000000.0,,,0.715,185923000000.0,,8729000000.0,,-1370000000.0,,-3662000000.0,75000000.0,,,,,13924000000.0,6637000000.0,57300000000.0,,37361000000.0,,8220000000.0,1678000000.0,,,,21117000000.0,,,6993006993.0,,15909000000.0,3826000000.0,6701000000.0,,7270000000.0,,,30147000000.0,,,,106259000000.0,148786000000.0,,1976000000.0,,,5000000000.0,4960000000.0,,,,,3060000000.0,,,,39536000000.0,,,,-1092000000.0,1103000000.0,10906000000.0,8382000000.0,,,,5560000000.0,,,,77000000.0,16357000000.0,,13229000000.0,-16000000.0,-1585000000.0,0.725,5000000000.0,,,,,,,,,18253000000.0,76897000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,-338000000.0,,,,,,,,,6757575758.0,,,-6838000000.0,19252000000.0,,,0.0,,,,9298000000.0,72974000000.0,9298000000.0,10906000000.0,,25307000000.0,0.0,,2587000000.0,,88356000000.0,,,,7980000000.0,-97917000000.0,-2342000000.0,,,,,,,41322000000.0,93006000000.0,,,0.65,186273000000.0,,5515000000.0,,-1406000000.0,,-4904000000.0,-394000000.0,,,,,6109000000.0,6417000000.0,49875000000.0,,35614000000.0,,6872000000.0,-422000000.0,,,,21409000000.0,,,6861538462.0,,15589000000.0,-1608000000.0,3173000000.0,,7289000000.0,,,30623000000.0,,,,106338000000.0,147660000000.0,,1871000000.0,,,4460000000.0,4285000000.0,,,,,3215000000.0,,,,39072000000.0,,,,-2222000000.0,916000000.0,9298000000.0,8395000000.0,,,,3890000000.0,,,,70000000.0,16194000000.0,,13143000000.0,-258000000.0,-1546000000.0,0.66,4460000000.0,,,,,,,,,17982000000.0,74686000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,-281000000.0,,,,,,,,,6913043478.0,,,-6306000000.0,24475000000.0,,,0.0,,,,9026000000.0,73825000000.0,9026000000.0,9298000000.0,,24632000000.0,0.0,,2060000000.0,,89533000000.0,,,,12859000000.0,-97917000000.0,-2493000000.0,,,,,,,40327000000.0,94609000000.0,,,0.46,187450000000.0,,5255000000.0,,-1289000000.0,,-3050000000.0,542000000.0,,,,,10902000000.0,6040000000.0,52113000000.0,,34565000000.0,,5240000000.0,-424000000.0,,,,20512000000.0,,,6913043478.0,,16136000000.0,-272000000.0,2762000000.0,,7240000000.0,,,27638000000.0,,,,107577000000.0,147904000000.0,,1957000000.0,,,3180000000.0,3180000000.0,,,,,3196000000.0,,,,39514000000.0,,,,-2631000000.0,836000000.0,9026000000.0,8615000000.0,,,,3893000000.0,,,,76000000.0,16138000000.0,,13573000000.0,-64000000.0,-1710000000.0,0.46,3180000000.0,,,,,,,,,18044000000.0,74079000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,670000000.0,15320000000.0,13715000000.0,-533000000.0,,190503000000.0,13616000000.0,7080000000.0,293000000.0,,,12900000000.0,-6749000000.0,24668000000.0,3323000000.0,,0.0,107493000000.0,,-9989000000.0,6547000000.0,73161000000.0,6547000000.0,9026000000.0,,12696000000.0,0.0,,1107000000.0,7904000000.0,89602000000.0,-15041000000.0,-401000000.0,154000000.0,12532000000.0,-100901000000.0,-3126000000.0,0.0,15105000000.0,111631000000.0,213488000000.0,3703000000.0,-100901000000.0,35681000000.0,95718000000.0,54221000000.0,16359000000.0,,190503000000.0,67188000000.0,3390000000.0,650000000.0,-1656000000.0,101857000000.0,-3425000000.0,-430000000.0,-1769000000.0,,,,10392000000.0,13715000000.0,47891000000.0,,30114000000.0,,3787000000.0,-2601000000.0,,143174000000.0,,13597000000.0,6869955157.0,700000000.0,,95718000000.0,13616000000.0,-2479000000.0,264000000.0,,7099000000.0,13597000000.0,,23223000000.0,15320000000.0,24119000000.0,-6448000000.0,107493000000.0,143174000000.0,12900000000.0,2140000000.0,,-8211000000.0,2680000000.0,2680000000.0,12696000000.0,-207000000.0,0.0,,3429000000.0,7099000000.0,7944000000.0,47636000000.0,37074000000.0,6547000000.0,73161000000.0,2.23,-2266000000.0,468000000.0,6547000000.0,7904000000.0,6932126697.0,9014000000.0,,3703000000.0,30114000000.0,,6547000000.0,70000000.0,16359000000.0,,14276000000.0,-63000000.0,-1607000000.0,,2680000000.0,,,6547000000.0,,301000000.0,,,2.21,17891000000.0,67188000000.0,89602000000.0,-6749000000.0,17891000000.0,22889000000.0,37074000000.0,55580000000.0,35681000000.0,-5721000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,421000000.0,,,,,,,,,6966666667.0,,,-6807000000.0,21442000000.0,,,0.0,,,,6622000000.0,72367000000.0,6622000000.0,6547000000.0,,23159000000.0,0.0,,1272000000.0,,89253000000.0,,,,10359000000.0,-100901000000.0,-2426000000.0,,,,,,,35455000000.0,96245000000.0,,,0.3,190154000000.0,,4624000000.0,,-1310000000.0,,-3284000000.0,-358000000.0,,,,,8339000000.0,3624000000.0,43531000000.0,,30178000000.0,,3362000000.0,872000000.0,,,,18640000000.0,,,6966666667.0,,16212000000.0,75000000.0,2198000000.0,,7118000000.0,,,22089000000.0,,,,106582000000.0,142037000000.0,,2020000000.0,,,2090000000.0,2090000000.0,,,,,3138000000.0,,,,39492000000.0,,,,-1237000000.0,730000000.0,6622000000.0,8321000000.0,,,,3395000000.0,,,,88000000.0,16162000000.0,,13103000000.0,-7000000.0,-1621000000.0,0.3,2090000000.0,,,,,,,,,17329000000.0,69670000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,-406000000.0,,,,,,,,,6600000000.0,,,-4093000000.0,23774000000.0,,,0.0,,,,5700000000.0,75118000000.0,5700000000.0,6622000000.0,,24140000000.0,0.0,,1654000000.0,,93190000000.0,,,,12073000000.0,-97917000000.0,-2837000000.0,,,,,,,36137000000.0,97327000000.0,,,0.39,191107000000.0,,4116000000.0,,-1059000000.0,,-2283000000.0,240000000.0,,,,,10053000000.0,3400000000.0,50909000000.0,,31242000000.0,,4294000000.0,-784000000.0,,,,19584000000.0,,,6769230769.0,,16884000000.0,-922000000.0,1279000000.0,,7607000000.0,,,27135000000.0,,,,112095000000.0,148232000000.0,,2020000000.0,,,2640000000.0,2640000000.0,,,,,3310000000.0,,,,41872000000.0,,,,-3133000000.0,791000000.0,5700000000.0,8666000000.0,,,,3702000000.0,,,,51000000.0,17381000000.0,,13721000000.0,-182000000.0,-1577000000.0,0.4,2640000000.0,,,,,,,,,18905000000.0,73114000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,-452000000.0,,,,,,,,,6769230769.0,,,-4587000000.0,23947000000.0,,,0.0,,,,6937000000.0,74690000000.0,6937000000.0,5700000000.0,,24394000000.0,0.0,,1858000000.0,,93459000000.0,,,,12732000000.0,-100901000000.0,-2884000000.0,,,,,,,36543000000.0,98416000000.0,,,0.39,194360000000.0,,7449000000.0,,-1033000000.0,,-3115000000.0,192000000.0,,,,,10537000000.0,4892000000.0,54182000000.0,,33059000000.0,,4498000000.0,2422000000.0,,,,18699000000.0,,,6769230769.0,,18042000000.0,1237000000.0,4565000000.0,,7110000000.0,,,30235000000.0,,,,112930000000.0,149473000000.0,,2195000000.0,,,2640000000.0,2640000000.0,,,,,2730000000.0,,,,41724000000.0,,,,-3155000000.0,775000000.0,6937000000.0,8756000000.0,,,,3773000000.0,,,,51000000.0,16572000000.0,,13410000000.0,22000000.0,-1626000000.0,0.39,2640000000.0,,,,,,,,,19471000000.0,74783000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
